DÍA;Ubic;Horario;Latitude;Longitude
JUEVES;NORTE 94-A ENTRE CAMINO ROJO Y CAMINO PARQUE CENTRAL;07:00 A 17:00 HORAS;19,485539451;-99,085642688
DOMINGO;CALLE 310 Y GRAN CANAL ENTRE LAS CALLES 313 Y GRAN CANAL;07:00 A 17:00 HORAS;19,496168408;-99,085553362
LUNES;GUERRA Y MARINA ENTRE PROCURADURIA GENERAL DE JUSTICIA Y ECONOMIA COL. FEDERAL;08:00 A 19:00 HORAS;19,418395081;-99,085434006
LUNES;CALLE NAUTLA CERCA DE LA UNIDAD 520 * NO SE ENCUENTRA UBICACIÓN EXACTA;08:00 A 19:00 HORAS;19,335323676;-99,084714762
DOMINGO;EMILIANO ZAPATA ENTRE VILLA AYALA Y PACHUCA;07:00 A 17:00 HORAS;19,492994326;-99,084676876
VIERNES;RIO CAZONES Y RIO LA ANTIGUA Y RIO ACAPONETA;08:00 A 19:00 HORAS;19,383353060;-99,084563865
SÁBADO;RIO CAZONES ENTRE RIO LA ANTIHUA Y RIO GRANDE;08:00 A 19:00 HORAS;19,383353060;-99,084563865
DOMINGO;AV. GRAN CANAL ENTRE REPUBLICA MEXICANA Y PACHUCA;07:00 A 17:00 HORAS;19,493843807;-99,084515600
SÁBADO;CALLE MATAMOROS, ENTRE CHIMALHUACÁN Y MATILDA MÁRQUEZ;08:00 A 19:00 HORAS;19,439425763;-99,084481113
LUNES;JOSE MARIA MORELOS ENTRE HECTOR FIERROY Y SAN JUAN DE ARAGON;07:00 A 17:00 HORAS;19,468864514;-99,084151244
DOMINGO;VILLA DE AYALA ENTRE EMILIANO ZAPATA Y CUAUTLA;07:00 A 17:00 HORAS;19,492095921;-99,083939298
DOMINGO;AV. GRAN CANAL ENTRE CUAUHTEMOC Y PACHUCA;07:00 A 17:00 HORAS;19,494915318;-99,083799998
SÁBADO;AMPL. MINA Y MAPLE;08:00 A 19:00 HORAS;19,352516386;-99,083575921
SÁBADO;AGUJAS ENTRE ESQ. CON MORELOS;08:00 A 19:00 HORAS;19,318002300;-99,082979868
MIÉRCOLES;CALLE 2 ENTRE CARRIL Y ESTRELLA;08:00 A 19:00 HORAS;19,337880059;-99,082972007
SÁBADO;CALLE 2 ENTRE CARRIL Y ESTRELLA;08:00 A 19:00 HORAS;19,337880059;-99,082972007
SÁBADO;CALLE HIDALGO ENTRE AV.11 Y CDA. HIDALGO;08:00 A 19:00 HORAS;19,327499124;-99,082773033
MIÉRCOLES;SUR 20 ENTRE 217 Y 229, COL. AGRICOLA ORIENTAL;08:00 A 19:00 HORAS;19,393507066;-99,082660824
MARTES;REPUBLICA MEXICANA ENTRE OCOTLAN Y LEON DE LOS ALDAMA;07:00 A 17:00 HORAS;19,490271376;-99,082619863
DOMINGO;NIÑOS HEROES ENTRE EMILIANO ZAPATA Y 20 DE NOVIEMBRE;07:00 A 17:00 HORAS;19,494627692;-99,082559082
MARTES;PROL. FUNDICION ENTRE LAUREL Y NOGAL;08:00 A 19:00 HORAS;19,350397043;-99,082179972
DOMINGO;VILLA DE AYALA ENTRE CUAUTLA Y LEON DE LOS ALDAMA;07:00 A 17:00 HORAS;19,491765700;-99,082171209
DOMINGO;VILLA DE AYALA ENTRE CUAUTLA Y LEON DE LOS ALDAMA;07:00 A 17:00 HORAS;19,491765700;-99,082171209
DOMINGO;VILLA DE AYALA ENTRE CUAUTLA Y LEON DE LOS ALDAMA;07:00 A 17:00 HORAS;19,491765700;-99,082171209
MIÉRCOLES;CALLE 23 Y AV. DE LAS TORRES;08:00 A 19:00 HORAS;19,301400336;-99,082059721
LUNES;CALLE 19 ENTRE CALLE 5 Y CALLE 10;08:00 A 19:00 HORAS;19,307209989;-99,081312728
DOMINGO;NAUTLA ENTRE MEMBRILLO Y PERAL;08:00 A 19:00 HORAS;19,334786062;-99,081299996
DOMINGO;EJIDO ENTRE EMILIANO ZAPATA Y BENITO JUAREZ;07:00 A 17:00 HORAS;19,495513673;-99,081016188
DOMINGO;VILLA DE AYALA ENTRE LEON DE LOS ALDAMAS Y TALPA;07:00 A 17:00 HORAS;19,491346809;-99,080192671
SÁBADO;TRABAJADORES OTE. SOCIALES ENTRE EJE 5 Y AV. MEXICO *NO SE ENCUENTR AUBICACIÓN EXACTA;08:00 A 19:00 HORAS;19,371569693;-99,080133905
DOMINGO;VILLA DE AYALA ENTRE TALPA Y TAMAZULA;07:00 A 17:00 HORAS;19,491186053;-99,079336081
DOMINGO;TAMAZULA ENTRE VILLA DE AYALA Y ANGANGUEO;07:00 A 17:00 HORAS;19,491426119;-99,077790225
DOMINGO;VILLA CACAMA ENTRE AV. CENTRAL Y HANK GONZALEZ  Y AV. 412;07:00 A 17:00 HORAS;19,463950552;-99,056909369
DOMINGO;INDEPENDENCIA ENTE CUAUHTEMOC Y DOLORES HIDALGO;07:00 A 17:00 HORAS;19,493912354;-99,080041460
DOMINGO;VILLA DE AYALA EN AMBOS ARROYOS DE TALMA A TAMAZULA;07:00 A 17:00 HORAS;19,490830322;-99,077731524
DOMINGO;AV. 604 ENTRE AV. 661 Y 699;07:00 A 17:00 HORAS;19,454602757;-99,056766723
DOMINGO;VILLA DE AYALA ENTRE ZACATECAS Y TIXTLA;07:00 A 17:00 HORAS;19,488620383;-99,068512728
DOMINGO;VILLA DE AYALA ENTRE CHOLULA Y TAMAZULA;07:00 A 17:00 HORAS;19,490475636;-99,075322689
DOMINGO;VILLA DE AYALA ENTRE ZACATECAS Y HUILOAPAN;07:00 A 17:00 HORAS;19,488620383;-99,068512728
DOMINGO;VILLA DE AYALA ENTRE CHOLULA Y BAJA CALIFORNIA NORTE;07:00 A 17:00 HORAS;19,489789462;-99,071940381
DOMINGO;DOMINGO ORIENTE 257 ENTRE SUR 12 Y SUR 16, COL. AGRICOLA ORIENTAL;08:00 A 19:00 HORAS;19,394145288;-99,062749179
DOMINGO;AV. CIRCUNVALACION ENTRE PLAN DE AYALA Y MORELOS;08:00 A 19:00 HORAS;19,345736941;-99,042581583
DOMINGO;SALVADOR ESCALANTE Y LUIS GARCIA;08:00 A 19:00 HORAS;19,374341103;-99,024938983
DOMINGO;AV. SANTA CRUZ ESQ. CGURUBUSCO;08:00 A 19:00 HORAS;19,329305078;-99,064612972
DOMINGO;CALLE SAN FELIPE DE JESUS ENTRE HIDALGO Y 4 DE MARZO (LA PURISIMA);08:00 A 19:00 HORAS;19,353827153;-99,072858526
DOMINGO;4TA DE DOMINGO RIOS ENTRE 1RA Y 3RA DE DOMNGO RIOS;08:00 A 19:00 HORAS;19,361932305;-99,063371485
DOMINGO;VILLA BRUSUEL ENTRE VILLA AMORES Y MANUEL CAÑAS;08:00 A 19:00 HORAS;19,333164065;-99,042683046
DOMINGO;LIRIO Y NOCHEBUENA;08:00 A 19:00 HORAS;19,342078089;-99,059356031
DOMINGO;EJE 5 SUR ESQ. ROJO GOMEZ;08:00 A 19:00 HORAS;19,378858065;-99,077296011
DOMINGO;CANDELABROS ENTRE AV. LAS TORRES Y AV. TLAHUAC;08:00 A 19:00 HORAS;19,310919262;-99,071905020
DOMINGO;AV. SAN LORENZO Y AV. ESTRELLA;08:00 A 19:00 HORAS;19,335530043;-99,074692040
DOMINGO;AV. DE LAS TORRES, ABEDULES Y CHOPO;08:00 A 19:00 HORAS;19,323533095;-99,027926843
DOMINGO;NICARAGUA ENTRE VERICRUZ ROBLE Y  NARD;08:00 A 19:00 HORAS;19,342282131;-98,989747967
DOMINGO;JUAN ENRIQUEZ ENTRE EUSTAQUIO BUELNA Y MIGUEL LIRA Y ORTEGA;08:00 A 19:00 HORAS;19,387226050;-99,032383990
DOMINGO;VALLE NACIONAL Y RODEO;08:00 A 19:00 HORAS;19,334600117;-98,998096970
DOMINGO;CALLE 4 ENTRE AV. 5 Y AV. 1;08:00 A 19:00 HORAS;19,369935123;-99,049703028
DOMINGO;HIDALGO ESQUINA SAN FELIPE DE JESÙS, LA PURISIMA;08:00 A 19:00 HORAS;19,353827153;-99,072858526
DOMINGO;ROSARIO CASTELLANOS Y EJE 5;08:00 A 19:00 HORAS;19,374077103;-99,052606986
DOMINGO;PLAZA MAYOR ENTRE PLAZA VOLADOR Y PLAZA DEL ARBOL;08:00 A 19:00 HORAS;19,387182082;-99,077652972
DOMINGO;AV. SANTA CRUZ, UNA PARTE DE ANASTACIO BUSTAMANTE HASTA RIO COLORADO, DE LA ENTRADA DE LA UNIDAD LA SELVA;08:00 A 19:00 HORAS;19,329686857;-99,063984034
DOMINGO;AVENIDA HIDALGO ENTRE SAN RAFAEL ATLIXCO  Y VICENTE GUERRERO;08:00 A 19:00 HORAS;19,371240111;-99,075896038
DOMINGO;AV. DEL ROSAL  ENTRE ORQUIDEA Y CRISANTEMO;08:00 A 19:00 HORAS;19,345634557;-99,070742080
DOMINGO;TEXCOCO Y EULOGIO PARRA;08:00 A 19:00 HORAS;19,398268060;-99,052623994
DOMINGO;AV. TEXCOCO Y REPUBLICA FEDERAL;08:00 A 19:00 HORAS;19,345736941;-99,042581583
DOMINGO;MORELOS ENTRE PRIV. MORELOS Y AV. EL VERGEL;08:00 A 19:00 HORAS;19,339697101;-99,050052038
DOMINGO;AV.4 DE LADO ORIENTE, DE CALLE 47 A CALLE 55;08:00 A 19:00 HORAS;19,345636115;-99,043598021
DOMINGO;"CALLE CANDELABROS ENTRE AV. LAS TORRES (JOSE CLEMENTE OROZCO) Y AV. TLAHUAC; CALLE DESPOSORIOS DE AV. TLAHUAC HASTA EL MERCADO SAN LORENZO Y BANQUETA DE LADO SUR SOBRE AV. LAS TORRES (JOSE CLEMENTE OROZCO)";08:00 A 19:00 HORAS;19,310919262;-99,071905020
DOMINGO;CALLE CANDELABROS EN EXPL. DEL MERCADO DE SAN LORENZO T. ENTRE AV. TLAHUAC Y AV. DE LAS TORRES;08:00 A 19:00 HORAS;19,310919262;-99,071905020
DOMINGO;JUAN CRISOSTOMO BONILLA Y AV. TEXCOCO COL. JUAN ESCUTIA;08:00 A 19:00 HORAS;19,390104178;-99,034735367
DOMINGO;TEXCOCO Y FRANCISCO LEYVA ENTRE DOMINGO ARELLANO Y JOSE MARIA PARRA;08:00 A 19:00 HORAS;19,391201085;-99,037222040
DOMINGO;GUERRA DE REFORMA ENTRE BATALLA DE SILAO Y EJE 5 SUR;08:00 A 19:00 HORAS;19,373498119;-99,070412996
DOMINGO;AV. LAS TORRES ENTRE AV. POZOS Y AV. DE LAS MINAS;08:00 A 19:00 HORAS;19,335940108;-99,031372980
DOMINGO;AV. 3 ENTRE AV. DEL ARBOL Y FLOR DE MAYO;08:00 A 19:00 HORAS;19,317523652;-99,061617062
DOMINGO;REFORMA DE LA SALUD Y AV. ERMITA IZTAPALAPA;08:00 A 19:00 HORAS;19,344512054;-99,026710965
DOMINGO;GENERAL M ZEPEDA ENTRE GRAL LINO MERINO Y GRAL. PABLO GARCIA;08:00 A 19:00 HORAS;19,399162125;-99,056808043
DOMINGO;MANUEL ZEPEDA PERAZA ENTRE LINO MERINO Y JUAN ENRIQUE DE LA GARZA;08:00 A 19:00 HORAS;19,389058048;-99,038627991
DOMINGO;EJE 6 ENTRE GENARO ESTRADA  Y ANILLO PERIFERICO;08:00 A 19:00 HORAS;19,363062397;-99,053910827
DOMINGO;AV. 4 DE CALLE 55 A LA 35 Y CALLE 47 DE LA AV 4 A LA AV.10;08:00 A 19:00 HORAS;19,345736941;-99,042581583
DOMINGO;SAUCE, PALMAR,  CEDRO Y AV. PRIMAVERA;08:00 A 19:00 HORAS;19,344969055;-99,009705030
DOMINGO;TLILALPACATL, CUAUHTEMOC Y VILLA FRANQUEZA;08:00 A 19:00 HORAS;19,325869105;-99,048479996
DOMINGO;AV. TEXCOCO Y SENTIMIENTOS DE LA NACION;08:00 A 19:00 HORAS;19,371301115;-98,998450020
DOMINGO;CALLE JOSE TRINIDAD SALGADO ENTRE AV. TEXCOCO Y PABLO GARCIA COL. JUAN ESCUTIA;08:00 A 19:00 HORAS;19,396665078;-99,049209033
DOMINGO;"AV. JOSE CLEMENTE OROZCO ENTRE AV. TLAHUAC Y CANAL DE CHALCO; CANAL DE CHALCO DE JOSÉ CLEMENTE OROZCO HASTA LA CALLE 3 HACIA PERIFERICO ABARCANDO LAS CALLES 22 PARTE DE LA 23 , CALLES 18 Y 20";08:00 A 19:00 HORAS;19,308128335;-99,076580886
DOMINGO;XOCHITLAN SUR ALREDEDOR E INTERIOR DEL MERCADO ARENAL 4A. SECCIÓN, COL. EL ARENAL 4A. SECCIÓN. ENTRE DINARES Y PUERTO ARTURO;08:00 A 19:00 HORAS;19,428345731;-99,056564127
DOMINGO;CALLE PRIMAVERA , 5 DE MAYO Y NIÑOS HEROES;8:00 A 17:00 HORAS;19,205601477;-99,071779033
DOMINGO;CALLE GUADALUPE VICTORIA ZARAGOZA, FRANCISCO DEL OLMO Y 5 DE MAYO;8:00 A 17:00 HORAS;19,218724224;-98,994730458
DOMINGO;5 DE MAYO, GUADALUPE VICTORIA PALMAS Y FRAY PEDRO DE GANTE;8:00 A 17:00 HORAS;19,217104741;-98,996000481
DOMINGO;CALLE LAS PALMAS ENTRE GUADALUPE VICTORIA Y MORELOS;8:00 A 17:00 HORAS;19,217796425;-98,994308558
DOMINGO;5 DE MAYO, GUADALUPE VICTORIA PALMAS, ZARAGOZA Y FRAY PEDRO DE GANTE;8:00 A 17:00 HORAS;19,217080763;-98,994838966
DOMINGO;AVENIDA SAN RAFAEL ATLIXCO ENTRE ESTACION METRO SAN COSME ESQUINA SALVADOR DIAZ MIRON;8:00 A 17:00 HORAS;19,306614064;-99,043521040
DOMINGO;CALLE ELIAS SALOMON ENTRE GUILLERMO PRIETO Y BODAS DE FIGARO;8:00 A 17:00 HORAS;19,288663804;-99,042419757
DOMINGO;CALLE ESTANISLAO RAMIREZ RUIZ ENTRE MAR DE LOS VAPORES Y CARRETERA A SANTA CATARINA O EJE 10 SUR;8:00 A 17:00 HORAS;19,288983047;-98,998950954
JUEVES;AV. 699 Y 606;07:00 A 17:00 HORAS;19,458661292;-99,055291071
JUEVES;AV. 414 A ENTRE AV. 481 Y AV. 483;07:00 A 17:00 HORAS;19,469858580;-99,075819395
JUEVES;AV. 414 ENTRE AV. 669 Y AV. 481;07:00 A 17:00 HORAS;19,468949835;-99,071728707
JUEVES;VOLCAN ZUÑIL ENTRE VOLCAN DE FUEGO Y SIERRA DE PINOS;07:00 A 17:00 HORAS;19,477472400;-99,070060552
JUEVES;OTUMBA ENTRE SAN MIGUEL EL ALTO Y LEON DE LOS ALDAMA;07:00 A 17:00 HORAS;19,501263490;-99,075373139
JUEVES;CALLE 597 ENTRE AV. 604 Y AV. 606;07:00 A 17:00 HORAS;19,454001806;-99,072201835
JUEVES;VOLCAN ZUÑIL ENTRE VOLCAN DE FUEGO Y VOLCAN TACANA;07:00 A 17:00 HORAS;19,478570590;-99,071249451
JUEVES;VILLA DE AYALA ENTRE ESTADO DE NAYARIT Y ESTADO DE ZACATECAS;07:00 A 17:00 HORAS;19,488620383;-99,068512728
JUEVES;VALLE NACIONAL Y RODEO;08:00 A 19:00 HORAS;19,334600117;-98,998096970
JUEVES;EMILIANO ZAPATA Y VENUSTIANO CARRANZA;08:00 A 19:00 HORAS;19,357842060;-99,033186010
JUEVES;MANUEL ZEPEDA PERAZA ENTRE LINO MERINO Y JUAN ENRIQUE DE LA GARZA;08:00 A 19:00 HORAS;19,398916081;-99,056963010
JUEVES;LIRIO Y NOCHEBUENA;08:00 A 19:00 HORAS;19,342078089;-99,059356031
JUEVES;CALLE SAN FELIPE DE JESUS ENTRE HIDALGO Y 4 DE MARZO (LA PURISIMA);08:00 A 19:00 HORAS;19,353827153;-99,072858526
JUEVES;MORELOS Y  LEONA VICARIO;08:00 A 19:00 HORAS;19,348062076;-99,029245982
JUEVES;CALLE NOCHE BUENA ENTRE BENITO JUAREZ Y VIOLETA;08:00 A 19:00 HORAS;19,300959074;-99,066917005
JUEVES;4TA DE DOMINGO RIOS ENTRE 1RA Y 3RA DE DOMNGO RIOS;08:00 A 19:00 HORAS;19,361932305;-99,063371485
JUEVES;EJE 5 SUR ESQ. ROJO GOMEZ;08:00 A 19:00 HORAS;19,378858065;-99,077296011
JUEVES;CANDELABROS ENTRE AV. LAS TORRES Y AV. TLAHUAC;08:00 A 19:00 HORAS;19,310919262;-99,071905020
JUEVES;AV. DE LAS TORRES, ABEDULES Y CHOPO;08:00 A 19:00 HORAS;19,323533095;-99,027926843
JUEVES;CALLE CANDELABROS EN EXPL. DEL MERCADO DE SAN LORENZO T. ENTRE AV. TLAHUAC Y AV. DE LAS TORRES;08:00 A 19:00 HORAS;19,310919262;-99,071905020
JUEVES;CALLE FRANCISICO NOBLE Y LUIS GARCIA;08:00 A 19:00 HORAS;19,372271086;-99,019973027
JUEVES;VILLA FLORES Y MONTE BELLO;08:00 A 19:00 HORAS;19,342120107;-98,999095046
JUEVES;BATALLA DE ACAPONETA ENTRE BATALLA DE OCOTLAN;08:00 A 19:00 HORAS;19,374840104;-99,037322978
JUEVES;NOGALES ENTRE CONSTITUCION Y NOGAL;08:00 A 19:00 HORAS;19,341161060;-99,022999034
JUEVES;URSULO GALVAN ENTRE 20 DE NOVIEMBRE Y PROL. VICENTE GUERRERO;08:00 A 19:00 HORAS;19,330578121;-99,046717967
JUEVES;FRANCISCO VILLA ENTRE HIDALGO Y PUENTE RAMIREZ *NO SE LOCALIZA DIRECCIÓN EXCATA;08:00 A 19:00 HORAS;19,340163851;-99,072228380
JUEVES;BENITO JUAREZ Y PARAJE ZACATEPEC;08:00 A 19:00 HORAS;19,354565130;-99,008827044
JUEVES;SABADEL ENTRE 3° CERRADA DE JOSE LOPEZ PORTILLO;08:00 A 19:00 HORAS;19,329533063;-99,072836990
JUEVES;PEDRO VELEZ ENTRE CANAL DE SUEZ Y PORFIRIO DIAZ;08:00 A 19:00 HORAS;19,332476045;-99,056347967
JUEVES;JOAQUIN HERRERA ENTRE BENITO JUAREZ Y LÓPEZ PORTILLO;08:00 A 19:00 HORAS;19,334969112;-99,062647998
JUEVES;AV. JOSE CLEMENTE OROZCO ENTRE CANDELABROS HASTA LA CALLE 18 O SAN ANTONIO;08:00 A 19:00 HORAS;19,308128335;-99,076580886
JUEVES;MANUEL CEPEDA PERAZA ENTRE CALZ. IGNACIO ZARAGOZA Y JUAN ENRIQUEZ Y LINO MERINO;08:00 A 19:00 HORAS;19,398916081;-99,056963010
JUEVES;CDA. DE CUAHUTEMOC ENTRE AV. CUAUHTEMOC Y AV. LAS TORRES;08:00 A 19:00 HORAS;19,350424102;-99,004748561
JUEVES;NAUTLA ENTRE TEUL Y SATELITE;08:00 A 19:00 HORAS;19,333205131;-99,071441038
JUEVES;ELISA ENTRE AV. PRIMAVERA Y 3RA CDA. DE TETLALPA;08:00 A 19:00 HORAS;19,347938106;-99,015956038
JUEVES;CALABAZAS Y MAIZ;08:00 A 19:00 HORAS;19,328999049;-99,020641021
JUEVES;JOSE DEL RIO Y EMILIO MADERO;08:00 A 19:00 HORAS;19,345736941;-99,042581583
JUEVES;AV. EMILIO AZCARRAGA VIDAURRETA Y CALLE ENRIQUE CONTEL;08:00 A 19:00 HORAS;19,385024668;-99,041240332
JUEVES;CALLE 7 Y CORONEL LINO MERINO;08:00 A 19:00 HORAS;19,400197124;-99,058083977
JUEVES;CALLE 7 ENTRE CALZADA ZARAGOZA Y CALLE PUEBLA;08:00 A 19:00 HORAS;19,399374083;-99,058413030
JUEVES;ALDAMA ENTRE DIAGONAL DE LOS OLIVOS Y JARDIN HORTENCIA;08:00 A 19:00 HORAS;19,294978510;-99,073227637
JUEVES;FELIPE DE LA GARZA, GRAL. MIGUEL ORTEGA Y EUSTAQUIO BALBUENA ENTRE JUAN ENRIQUEZ Y ANGEL FRIAS;08:00 A 19:00 HORAS;19,387226050;-99,032383990
JUEVES;NACIONAL ENTRE NICOLAS BRAVO Y GUADALUPE VICTORIA;08:00 A 19:00 HORAS;19,388815093;-99,053707972
JUEVES;PLAYA ENCANTADA ENTRE BENITO JUAREZ;08:00 A 19:00 HORAS;19,322704104;-99,048236025
JUEVES;"CALLE CANDELABROS ENTRE AV. LAS TORRES (JOSE CLEMENTE OROZCO) Y AV. TLAHUAC; CALLE DESPOSORIOS DE AV. TLAHUAC HASTA EL MERCADO SAN LORENZO Y BANQUETA DE LADO SUR SOBRE AV. LAS TORRES (JOSE CLEMENTE OROZCO)";08:00 A 19:00 HORAS;19,310919262;-99,071905020
JUEVES;AV. MEXICO Y CDA. AV. MEXICO;08:00 A 19:00 HORAS;19,345736941;-99,042581583
JUEVES;LAZARO CARDENAS ENTRE CARDENAS Y 16 DE SEPTIEMBRE;08:00 A 19:00 HORAS;19,353309058;-98,994088974
JUEVES;HIDALGO ENTRE VICENTE GUERRERO Y GABRIELA MISTRAL;08:00 A 19:00 HORAS;19,371144665;-99,075709448
JUEVES;BENITO ZENEA Y PABLO GARCIA;08:00 A 19:00 HORAS;19,391924089;-99,044752034
JUEVES;5 DE MAYO ENTRE BENITO JUAREZ Y MAURILIO MEJIA;08:00 A 19:00 HORAS;19,342056410;-99,042887389
JUEVES;EJE 6 ENTRE ANILLO PERIFERICO Y LUIS MENDEZ;08:00 A 19:00 HORAS;19,363062397;-99,053910827
JUEVES;CALLE SAN RAFAEL ATLIXCO ENTRE MANUEL M. LOPEZ Y SALVADOR DIAZ MIRON;8:00 A 17:00 HORAS;19,305357994;-99,041819622
JUEVES;AVENIDA SAN RAFAEL ATLIXCO ENTRE JOSE SEVERINO DE LA SOTA Y MANUEL M. LOPEZ;8:00 A 17:00 HORAS;19,305684112;-99,042389971
JUEVES;CALLE AZUCENA ENTRE FELIPE JARDINES Y AVENIDA ACUEDUCTO;8:00 A 17:00 HORAS;19,258930621;-99,003611708
JUEVES;CALLE CENICIENTA Y ERNANI ENTRE FRANCISCO PEÑALOZA Y JUANA DE ARCO;8:00 A 17:00 HORAS;19,293415083;-99,046672006
JUEVES;CALLE ELIAS SALOMONIS ENTRE GUILLERMO PRIETO Y BODAS DE FIGARDO;8:00 A 17:00 HORAS;19,288620119;-99,042568032
JUEVES;AV. DEL MAESTRO ENTRE MARIANO ESCOBEDO Y EMILIANO ZAPATA BARRIO LA ASUNCION;8:00 A 17:00 HORAS;19,242542754;-98,993048767
LUNES;1RA CERRADA DE CALLE 587 Y 585 ENTRE CERRADA 604 Y 606;07:00 A 17:00 HORAS;19,451506788;-99,074480967
LUNES;AV. 606 A ENTRE CALLE 625 Y 631;07:00 A 17:00 HORAS;19,455332577;-99,065928722
LUNES;ACAMBARO ENTRE HUACAHUISES Y TIXTLA;07:00 A 17:00 HORAS;19,500419383;-99,070757253
LUNES;MONTE DE LAS CRUCES ENTRE VOLCAN MALINCHE Y SIERRA MADRE ORIENTAL;07:00 A 17:00 HORAS;19,475410321;-99,068080960
LUNES;AVE. COMUNAL Y NORTE, COL. PANTITLAN;08:00 A 19:00 HORAS;19,411578171;-99,073014799
LUNES;ORIENTE 245 ENTRE SUR 8 Y SUR 4-B, COL. AGRICOLA ORIENTAL;08:00 A 19:00 HORAS;19,400531115;-99,069256378
LUNES;CANDELABROS ENTRE AV. LAS TORRES Y AV. TLAHUAC;08:00 A 19:00 HORAS;19,310919262;-99,071905020
LUNES;CALLE REVOLUCIÓN;08:00 A 19:00 HORAS;19,338595924;-98,994971685
LUNES;MERCURIO ENTRE SUR 23 Y GABRIELA MISTRAL* NO SE ENCUENTRA UBICACIÓN EXACTA;08:00 A 19:00 HORAS;19,365997269;-99,070096018
LUNES;EMILIANO ZAPATA Y VENUSTIANO CARRANZA;08:00 A 19:00 HORAS;19,357842060;-99,033186010
LUNES;CALLES CAPULIN Y JAZMIN;08:00 A 19:00 HORAS;19,338586061;-98,988653993
LUNES;ROSA ENTRE CARRIL Y FERMIN ESPINOZA;08:00 A 19:00 HORAS;19,337957129;-98,986970035
LUNES;MORELOS Y LEONA VICARIO;08:00 A 19:00 HORAS;19,348062076;-99,029245982
LUNES;ROSA ENTRE CARRIL Y FERMIN ESPINOZA;08:00 A 19:00 HORAS;19,337957129;-98,986970035
LUNES;CALLE 7 ENTRE CALZADA ZARAGOZA Y CALLE PUEBLA;08:00 A 19:00 HORAS;19,399374083;-99,058413030
LUNES;MANUEL ZEPEDA PERAZA ENTRE LINO MERINO Y JUAN ENRIQUE DE LA GARZA;08:00 A 19:00 HORAS;19,398916081;-99,056963010
LUNES;CALLE SAN FELIPE DE JESUS ENTRE HIDALGO Y 4 DE MARZO (LA PURISIMA);08:00 A 19:00 HORAS;19,353827153;-99,072858526
LUNES;4TA DE DOMINGO RIOS ENTRE 1RA Y 3RA DE DOMNGO RIOS;08:00 A 19:00 HORAS;19,361932305;-99,063371485
LUNES;CALLE CANDELABROS EN EXPL. DEL MERCADO DE SAN LORENZO T. ENTRE AV. TLAHUAC Y AV. DE LAS TORRES (JOSE CLEMENTE OROZCO);08:00 A 19:00 HORAS;19,310919262;-99,071905020
LUNES;EJE 5 SUR ESQ. ROJO GOMEZ;08:00 A 19:00 HORAS;19,378858065;-99,077296011
LUNES;JACARANDAS ENTRE CORONA Y CAFETO;08:00 A 19:00 HORAS;19,351192065;-99,000909003
LUNES;AV. JOSE CLEMENTE OROZCO ENTRE CANDELABROS HASTA LA CALLE 18 O SAN ANTONIO;08:00 A 19:00 HORAS;19,308128335;-99,076580886
LUNES;SABADEL Y 3° CERRADA DE JOSE LOPEZ PORTILLO;08:00 A 19:00 HORAS;19,329533063;-99,072836990
LUNES;LEO SAM ENTRE GREGORIO SOSA Y BRAULIO MALDONADO;08:00 A 19:00 HORAS;19,329646125;-99,057957987
LUNES;JACARANDAS ENTRE PARAISO Y CEDROS;08:00 A 19:00 HORAS;19,295888061;-99,067036014
LUNES;VILLA GENERAL MITRE ENTRE VILLA GONZALO Y BENITO JUAREZ;08:00 A 19:00 HORAS;19,323119120;-99,037365958
LUNES;AVENIDA HIDALGO ENTRE SAN RAFAEL ATLIXCO  Y VICENTE GUERRERO;08:00 A 19:00 HORAS;19,371240111;-99,075896038
LUNES;MANUEL CEPEDA PERAZA ENTRE CALZ. IGNACIO ZARAGOZA Y JUAN ENRIQUEZ Y LINO MERINO;08:00 A 19:00 HORAS;19,398916081;-99,056963010
LUNES;AV. POZOS E INSURGENTES;08:00 A 19:00 HORAS;19,334800111;-99,033045020
LUNES;PROL. GUADALUPE VICTORIA ENTRE NARDO Y SANTA LUCIA;08:00 A 19:00 HORAS;19,333379090;-99,044092966
LUNES;CALLE BENITO JUAREZ ENTRE CALLE 1 (A LA MITAD DE LA UNIDAD) HASTA LA AV. LAS TORRES;08:00 A 19:00 HORAS;19,317485195;-99,066884603
LUNES;CALABAZAS Y MAIZ;08:00 A 19:00 HORAS;19,328999049;-99,020641021
LUNES;BATALLONES ROJOS ENTRE CALLE 3 Y REVOLUCION SOCIAL;08:00 A 19:00 HORAS;19,353807324;-99,061970115
LUNES;AV. CIRCUNVALACION Y AV. MEXICO;08:00 A 19:00 HORAS;19,359252625;-99,020890202
LUNES;NAUTLA ENTRE TEUL Y SATELITE;08:00 A 19:00 HORAS;19,333205131;-99,071441038
LUNES;ELISA ENTRE AV. PRIMAVERA Y 3RA CDA. DE TETLALPA;08:00 A 19:00 HORAS;19,347938106;-99,015956038
LUNES;CALLE 7 Y CORONEL LINO MERINO;08:00 A 19:00 HORAS;19,400197124;-99,058083977
LUNES;RAFAEL MERINO Y YUCATAN;08:00 A 19:00 HORAS;19,360974066;-99,019990981
LUNES;AV.AZACARRGA VIDAURRETA Y ENRIQUE CONTEL ENTRE ZARAGOZA Y DECADA NACIONAL;08:00 A 19:00 HORAS;19,384916091;-99,041412962
